41 59 380 231 249 188
431 59 380 621 249 188
833 59 380 1023 249 188
1235 59 380 1425 249 188
1636 52 382 1827 243 189
29 455 380 219 645 188
429 453 384 621 645 190
832 454 382 1023 645 189
1235 449 368 1419 633 182
1630 448 382 1821 639 189
28 856 382 219 1047 189
425 851 380 615 1041 188
827 857 380 1017 1047 188
1228 850 382 1419 1041 189
1624 838 382 1815 1029 189
